,date,source,title,url
7477,"Dec 13, 2015",Investing.com,Forex - Weekly outlook: December 14 - 18,https://investing.com/news/forex-news/forex---weekly-outlook:-december-14---18-375802
7478,"Dec 11, 2015",Investing.com,CFTC - Commitments of Traders: Speculators Less bullish on U.S. Dollar,https://investing.com/news/forex-news/cftc---commitments-of-traders:-speculators-less-bullish-on-u.s.-dollar-375726
7479,"Dec 11, 2015",Investing.com,Dollar moves lower but remains supported ahead of Fed,https://investing.com/news/forex-news/dollar-moves-lower-but-remains-supported-ahead-of-fed-375670
7480,"Dec 11, 2015",Investing.com,Dollar holds steady vs. rivals after U.S. data,https://investing.com/news/forex-news/dollar-holds-steady-vs.-rivals-after-u.s.-data-375644
7481,"Dec 11, 2015",Investing.com,"Dollar little changed vs. rivals, U.S. data on tap","https://investing.com/news/forex-news/dollar-little-changed-vs.-rivals,-u.s.-data-on-tap-375607"
7482,"Dec 11, 2015",Investing.com,Dollar holds steady ahead of U.S. economic reports,https://investing.com/news/forex-news/dollar-holds-steady-ahead-of-u.s.-economic-reports-375592
7483,"Dec 10, 2015",Investing.com,"Forex - Aussie down as markets await Fed, yen weaker","https://investing.com/news/forex-news/forex---aussie-down-as-markets-await-fed,-yen-weaker-375560"
7484,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7488,"Dec 10, 2015",Investing.com,Dollar holds onto gains amid U.S. rate hike hopes,https://investing.com/news/forex-news/dollar-holds-onto-gains-amid-u.s.-rate-hike-hopes-375464
7489,"Dec 10, 2015",Investing.com,Dollar remains broadly supported after U.S. jobless claims,https://investing.com/news/forex-news/dollar-remains-broadly-supported-after-u.s.-jobless-claims-375442
7490,"Dec 10, 2015",Investing.com,U.S. import prices fall 0.4% in November  ,https://investing.com/news/economic-indicators/u.s.-import-prices-fall-0.4-in-november-375440
7491,"Dec 10, 2015",Investing.com,"U.S. jobless claims rise by 13,000 to 282,000 last week","https://investing.com/news/economic-indicators/u.s.-jobless-claims-rise-by-13,000-to-282,000-last-week-375439"
7492,"Dec 10, 2015",Investing.com,"Dollar regains strength, U.S. jobless claims ahead","https://investing.com/news/forex-news/dollar-regains-strength,-u.s.-jobless-claims-ahead-375406"
7493,"Dec 10, 2015",Investing.com,"Forex - Dollar moves higher against euro, yen","https://investing.com/news/forex-news/forex---dollar-moves-higher-against-euro,-yen-375379"
7494,"Dec 09, 2015",Investing.com,"Forex - Yen weaker after corporate prices, Aussie surges on jobs data","https://investing.com/news/forex-news/forex---yen-weaker-after-corporate-prices,-aussie-surges-on-jobs-data-375334"
7495,"Dec 09, 2015",Investing.com,"Forex - Kiwi holds gain, Aussie flat ahead of jobs data","https://investing.com/news/forex-news/forex---kiwi-holds-gain,-aussie-flat-ahead-of-jobs-data-375317"
7496,"Dec 09, 2015",Investing.com,Forex - Kiwi gains despite rate cut as market mulls monetary cycyle,https://investing.com/news/forex-news/forex---kiwi-gains-despite-rate-cut-as-market-mulls-monetary-cycyle-375316
7497,"Dec 09, 2015",Investing.com,Dollar pushes lower amid rising oil prices,https://investing.com/news/forex-news/dollar-pushes-lower-amid-rising-oil-prices-375231
7498,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7502,"Dec 09, 2015",Investing.com,U.S. wholesale inventories fall 0.1% in October,https://investing.com/news/economic-indicators/u.s.-wholesale-inventories-fall-0.1-in-october-375218
7503,"Dec 09, 2015",Investing.com,Dollar remains moderately lower in quiet trade,https://investing.com/news/forex-news/dollar-remains-moderately-lower-in-quiet-trade-375195
7504,"Dec 09, 2015",Investing.com,"Dollar slips as sentiment improves, but losses limited","https://investing.com/news/forex-news/dollar-slips-as-sentiment-improves,-but-losses-limited-375169"
7505,"Dec 09, 2015",Investing.com,"Forex - Euro edges higher, commodity currencies firm up","https://investing.com/news/forex-news/forex---euro-edges-higher,-commodity-currencies-firm-up-375153"
7506,"Dec 08, 2015",Investing.com,Forex - Aussie gains as China consumer prices higher than expected,https://investing.com/news/forex-news/forex---aussie-gains-as-china-consumer-prices-higher-than-expected-375121
7507,"Dec 08, 2015",Investing.com,"Forex - Aussie holds gains on housing, yen down after machinery orders","https://investing.com/news/forex-news/forex---aussie-holds-gains-on-housing,-yen-down-after-machinery-orders-375108"
7508,"Dec 08, 2015",Investing.com,"Forex - Aussie up ahead of China prices data, local housing finance","https://investing.com/news/forex-news/forex---aussie-up-ahead-of-china-prices-data,-local-housing-finance-375099"
7509,"Dec 08, 2015",Investing.com,"Dollar remains moderately lower, all eyes on Fed","https://investing.com/news/forex-news/dollar-remains-moderately-lower,-all-eyes-on-fed-375016"
7510,"Dec 08, 2015",Investing.com,U.S. job openings fall more than forecast in October,https://investing.com/news/economic-indicators/u.s.-job-openings-fall-more-than-forecast-in-october-375009
7511,"Dec 08, 2015",Investing.com,Dollar slips lower vs. rivals but remains supported,https://investing.com/news/forex-news/dollar-slips-lower-vs.-rivals-but-remains-supported-374986
7512,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7516,"Dec 08, 2015",Investing.com,Top 5 Things to Know Today,https://investing.com/news/economy-news/top-5-things-to-know-today-374962
7517,"Dec 08, 2015",Investing.com,Dollar index little changed as Fed remains in focus,https://investing.com/news/forex-news/dollar-index-little-changed-as-fed-remains-in-focus-374960
7518,"Dec 08, 2015",Investing.com,"Forex - Dollar slips against euro, yen, commodity currencies weaker","https://investing.com/news/forex-news/forex---dollar-slips-against-euro,-yen,-commodity-currencies-weaker-374935"
7519,"Dec 07, 2015",Investing.com,Forex - Aussie weaker after mixed Chinese trade data,https://investing.com/news/forex-news/forex---aussie-weaker-after-mixed-chinese-trade-data-374912
7520,"Dec 07, 2015",Investing.com,"Forex - Aussie weaker despite NAB confidence, yen gains","https://investing.com/news/forex-news/forex---aussie-weaker-despite-nab-confidence,-yen-gains-374908"
7521,"Dec 07, 2015",Investing.com,Forex - Yen holds stronger despite sharp drop in Q3 GDP,https://investing.com/news/forex-news/forex---yen-holds-stronger-despite-sharp-drop-in-q3-gdp-374902
7522,"Dec 07, 2015",Investing.com,"Forex - Yen a tad stronger ahead of GDP, bank lending, C/Acct data","https://investing.com/news/forex-news/forex---yen-a-tad-stronger-ahead-of-gdp,-bank-lending,-c-acct-data-374889"
7523,"Dec 07, 2015",Investing.com,"Dollar remains higher in quiet trade, Fed in focus","https://investing.com/news/forex-news/dollar-remains-higher-in-quiet-trade,-fed-in-focus-374820"
7524,"Dec 07, 2015",Investing.com,Forex - Euro extends losses as dollar strengthens,https://investing.com/news/forex-news/forex---euro-extends-losses-as-dollar-strengthens-374815
7525,"Dec 07, 2015",Investing.com,"Dollar holds gains vs. rivals, all eyes on Fed","https://investing.com/news/forex-news/dollar-holds-gains-vs.-rivals,-all-eyes-on-fed-374794"
7526,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7530,"Dec 07, 2015",Investing.com,Dollar climbs as U.S. jobs data continues to support,https://investing.com/news/forex-news/dollar-climbs-as-u.s.-jobs-data-continues-to-support-374781
7531,"Dec 07, 2015",Investing.com,Investing.com sentiment: speculators add to bearish euro bets,https://investing.com/news/forex-news/investing.com-sentiment:-speculators-add-to-bearish-euro-bets-374775
7532,"Dec 07, 2015",Investing.com,Forex - Dollar higher as U.S.  jobs report supports rate hike view,https://investing.com/news/forex-news/forex---dollar-higher-as-u.s.--jobs-report-supports-rate-hike-view-374758
7533,"Dec 06, 2015",Investing.com,"Forex - Aussie, yen track weaker in Asia as Fed rate hike seen likely","https://investing.com/news/forex-news/forex---aussie,-yen-track-weaker-in-asia-as-fed-rate-hike-seen-likely-374730"
7534,"Dec 06, 2015",Investing.com,Forex - Weekly outlook: December 7 - 11,https://investing.com/news/forex-news/forex---weekly-outlook:-december-7---11-374675
7535,"Dec 04, 2015",Investing.com,CFTC - Commitments of Traders: speculators more bearish on Euro,https://investing.com/news/forex-news/cftc---commitments-of-traders:-speculators-more-bearish-on-euro-374577
7536,"Dec 04, 2015",Investing.com,"Dollar trims gains but remains supported, eyes on Fed","https://investing.com/news/forex-news/dollar-trims-gains-but-remains-supported,-eyes-on-fed-374500"
7537,"Dec 04, 2015",Investing.com,Dollar remains broadly higher after strong U.S. jobs report,https://investing.com/news/forex-news/dollar-remains-broadly-higher-after-strong-u.s.-jobs-report-374481
7538,"Dec 04, 2015",Investing.com,Dollar off 1-month lows as markets digest ECB statement,https://investing.com/news/forex-news/dollar-off-1-month-lows-as-markets-digest-ecb-statement-374448
7539,"Dec 04, 2015",Investing.com,"Forex - Dollar regains ground, recovers from ECB drop","https://investing.com/news/forex-news/forex---dollar-regains-ground,-recovers-from-ecb-drop-374424"
7540,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7544,"Dec 03, 2015",Investing.com,"Dollar remains broadly lower after Draghi remarks, U.S. data","https://investing.com/news/forex-news/dollar-remains-broadly-lower-after-draghi-remarks,-u.s.-data-374302"
7545,"Dec 03, 2015",Investing.com,U.S. factory orders rise 1.5% in October,https://investing.com/news/economic-indicators/u.s.-factory-orders-rise-1.5-in-october-374287
7546,"Dec 03, 2015",Investing.com,U.S. ISM non-manufacturing PMI falls to 6-month low in November,https://investing.com/news/economic-indicators/u.s.-ism-non-manufacturing-pmi-falls-to-6-month-low-in-november-374286
7547,"Dec 03, 2015",Investing.com,Dollar drops over 1% after ECB rate decision,https://investing.com/news/forex-news/dollar-drops-over-1-after-ecb-rate-decision-374268
7548,"Dec 03, 2015",Investing.com,"U.S. jobless claims rise by 9,000 to 269,000 last week","https://investing.com/news/economic-indicators/u.s.-jobless-claims-rise-by-9,000-to-269,000-last-week-374264"
7549,"Dec 03, 2015",Investing.com,Dollar continues to trade at 8-month highs vs. rivals,https://investing.com/news/forex-news/dollar-continues-to-trade-at-8-month-highs-vs.-rivals-374234
7550,"Dec 03, 2015",Investing.com,Forex - Euro near 7-1/2 month lows ahead of ECB meeting,https://investing.com/news/forex-news/forex---euro-near-7-1-2-month-lows-ahead-of-ecb-meeting-374209
7551,"Dec 02, 2015",Investing.com,Forex - Aussie falls after wider than expected October trade gap,https://investing.com/news/forex-news/forex---aussie-falls-after-wider-than-expected-october-trade-gap-374180
7552,"Dec 02, 2015",Investing.com,"Forex - Aussie, yen tick down as focus on U.S. data, Australia trade","https://investing.com/news/forex-news/forex---aussie,-yen-tick-down-as-focus-on-u.s.-data,-australia-trade-374170"
7553,"Dec 02, 2015",Investing.com,Dollar extends gains on mounting rate hike expectations,https://investing.com/news/forex-news/dollar-extends-gains-on-mounting-rate-hike-expectations-374069
7554,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7558,"Dec 02, 2015",Investing.com,Dollar hits fresh 8-month highs on strong U.S. jobs data,https://investing.com/news/forex-news/dollar-hits-fresh-8-month-highs-on-strong-u.s.-jobs-data-374037
7559,"Dec 02, 2015",Investing.com,"U.S. ADP non-farm payrolls rise by 217,000 in November","https://investing.com/news/economic-indicators/u.s.-adp-non-farm-payrolls-rise-by-217,000-in-november-374029"
7560,"Dec 02, 2015",Investing.com,Dollar near 8-month highs as U.S. rate hike talk dominates,https://investing.com/news/forex-news/dollar-near-8-month-highs-as-u.s.-rate-hike-talk-dominates-374007
7561,"Dec 02, 2015",Investing.com,"Forex - Dollar recovers from downbeat data, edges back up","https://investing.com/news/forex-news/forex---dollar-recovers-from-downbeat-data,-edges-back-up-373968"
7562,"Dec 01, 2015",Investing.com,Forex - Aussie weaker after better-than-expected  Q3 GDP ,https://investing.com/news/forex-news/forex---aussie-weaker-after-better-than-expected--q3-gdp-373945
7563,"Dec 01, 2015",Investing.com,Forex - Aussie gains slightly ahead of Q3 GDP data,https://investing.com/news/forex-news/forex---aussie-gains-slightly-ahead-of-q3-gdp-data-373926
7564,"Dec 01, 2015",Investing.com,"Dollar pushes lower after ISM report, but losses limited","https://investing.com/news/forex-news/dollar-pushes-lower-after-ism-report,-but-losses-limited-373830"
7565,"Dec 01, 2015",Investing.com,U.S. ISM manufacturing PMI falls to 6-year low in November,https://investing.com/news/economic-indicators/u.s.-ism-manufacturing-pmi-falls-to-6-year-low-in-november-373818
7566,"Dec 01, 2015",Investing.com,"Dollar remains moderately lower, ISM report ahead","https://investing.com/news/forex-news/dollar-remains-moderately-lower,-ism-report-ahead-373784"
7567,"Dec 01, 2015",Investing.com,Dollar slides lower but remains close to 8-month peak,https://investing.com/news/forex-news/dollar-slides-lower-but-remains-close-to-8-month-peak-373755
7568,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
7572,"Dec 01, 2015",Investing.com,Investing.com sentiment: speculators turn bearish on gold,https://investing.com/news/commodities-news/investing.com-sentiment:-speculators-turn-bearish-on-gold-373750
7573,"Dec 01, 2015",Investing.com,"Dollar slips lower vs. yen, euro but remains supported","https://investing.com/news/forex-news/dollar-slips-lower-vs.-yen,-euro-but-remains-supported-373715"
7574,"Nov 30, 2015",Investing.com,"Forex- Aussie holds gains as RBA keeps steady at 2%, sees easing scope","https://investing.com/news/forex-news/forex--aussie-holds-gains-as-rba-keeps-steady-at-2,-sees-easing-scope-373696"
7575,"Nov 30, 2015",Investing.com,"Forex - Aussie gains on China PMI, RBA rate review ahead","https://investing.com/news/forex-news/forex---aussie-gains-on-china-pmi,-rba-rate-review-ahead-373691"
